ID_Ticket,Fecha,ID_Cliente,ID_Vendedor,ID_Producto,Cantidad,Total_Venta,Metodo_Pago,Hora
TKT-5978,2025-08-13,C013,V003,P010,3,84000,Tarjeta Crédito,17
TKT-7664,2025-08-14,C022,V003,P003,1,98000,Tarjeta Crédito,16
TKT-7139,2025-08-14,C008,V001,P004,1,18500,Tarjeta Débito,5
TKT-6430,2025-08-14,C014,V001,P001,1,65000,Transferencia,10
TKT-6358,2025-08-14,C008,V004,P004,2,37000,Transferencia,9
TKT-7102,2025-08-15,C012,V006,P011,5,60000,Tarjeta Crédito,10
TKT-5080,2025-08-15,C006,V005,P012,1,8000,Efectivo,7
TKT-5461,2025-08-15,C016,V003,P003,2,196000,Transferencia,19
TKT-5253,2025-08-15,C008,V004,P004,2,37000,Efectivo,14
TKT-6032,2025-08-15,C004,V003,P009,2,30000,Tarjeta Débito,10
TKT-5903,2025-08-15,C024,V006,P007,2,27000,Tarjeta Débito,11
TKT-5727,2025-08-16,C001,V003,P011,2,24000,Tarjeta Débito,12
TKT-6666,2025-08-16,C018,V002,P010,4,112000,Tarjeta Crédito,15
TKT-7306,2025-08-16,C001,V004,P003,2,196000,Tarjeta Débito,13
TKT-5519,2025-08-16,C007,V001,P004,2,37000,Tarjeta Débito,19
TKT-6561,2025-08-17,C015,V004,P002,2,116000,Tarjeta Crédito,12
TKT-5346,2025-08-17,C012,V003,P012,4,32000,Tarjeta Débito,22
TKT-6908,2025-08-17,C013,V002,P006,1,16500,Tarjeta Crédito,18
TKT-7468,2025-08-17,C022,V001,P003,1,98000,Tarjeta Débito,9
TKT-7821,2025-08-17,C011,V004,P012,2,16000,Tarjeta Débito,19
TKT-5812,2025-08-17,C008,V003,P008,1,6000,Transferencia,7
TKT-5333,2025-08-17,C012,V006,P012,2,16000,Tarjeta Débito,17
TKT-6063,2025-08-17,C025,V001,P010,5,140000,Transferencia,11
TKT-5937,2025-08-17,C023,V004,P006,2,33000,Efectivo,18
TKT-6038,2025-08-17,C012,V005,P006,2,33000,Tarjeta Débito,18
TKT-6268,2025-08-17,C008,V001,P012,2,16000,Transferencia,17
TKT-5785,2025-08-17,C020,V001,P002,1,58000,Transferencia,17
TKT-5416,2025-08-17,C021,V001,P003,1,98000,Transferencia,10
TKT-5913,2025-08-17,C009,V006,P005,1,15000,Transferencia,7
TKT-5242,2025-08-18,C013,V005,P004,2,37000,Transferencia,11
TKT-5636,2025-08-18,C017,V005,P007,1,13500,Transferencia,8
TKT-6594,2025-08-18,C012,V006,P010,1,28000,Tarjeta Débito,16
TKT-6812,2025-08-18,C022,V002,P003,2,196000,Tarjeta Débito,10
TKT-5357,2025-08-18,C006,V003,P002,1,58000,Transferencia,20
TKT-6752,2025-08-18,C020,V001,P008,2,12000,Efectivo,15
TKT-5205,2025-08-18,C018,V002,P005,2,30000,Transferencia,18
TKT-5847,2025-08-18,C025,V005,P006,2,33000,Tarjeta Crédito,8
TKT-6955,2025-08-19,C003,V004,P005,2,30000,Efectivo,18
TKT-6856,2025-08-19,C008,V001,P001,1,65000,Efectivo,19
TKT-6933,2025-08-19,C028,V004,P007,1,13500,Tarjeta Débito,12
TKT-7709,2025-08-19,C027,V006,P003,2,196000,Transferencia,15
TKT-7146,2025-08-19,C012,V006,P010,1,28000,Efectivo,17
TKT-6302,2025-08-19,C020,V005,P005,2,30000,Tarjeta Crédito,8
TKT-6868,2025-08-19,C007,V001,P008,1,6000,Transferencia,13
TKT-7825,2025-08-20,C002,V005,P003,1,98000,Tarjeta Débito,11
TKT-5170,2025-08-20,C004,V002,P008,1,6000,Tarjeta Crédito,8
TKT-6118,2025-08-20,C021,V004,P012,3,24000,Efectivo,10
TKT-7185,2025-08-20,C015,V005,P011,2,24000,Efectivo,6
TKT-5774,2025-08-21,C024,V003,P001,1,65000,Tarjeta Débito,4
TKT-7581,2025-08-21,C006,V001,P012,4,32000,Efectivo,8
TKT-5658,2025-08-21,C004,V002,P003,2,196000,Efectivo,20
TKT-6523,2025-08-21,C020,V002,P002,2,116000,Transferencia,13
TKT-6518,2025-08-21,C015,V005,P005,2,30000,Tarjeta Crédito,20
TKT-6597,2025-08-21,C008,V004,P006,2,33000,Tarjeta Crédito,11
TKT-6187,2025-08-21,C016,V006,P012,5,40000,Tarjeta Débito,10
TKT-6582,2025-08-21,C024,V002,P006,1,16500,Tarjeta Débito,13
TKT-6240,2025-08-22,C025,V002,P011,1,12000,Efectivo,11
TKT-5747,2025-08-22,C019,V001,P008,2,12000,Efectivo,7
TKT-7022,2025-08-22,C009,V002,P007,2,27000,Tarjeta Crédito,15
TKT-7727,2025-08-23,C019,V004,P007,2,27000,Efectivo,9
TKT-6740,2025-08-23,C024,V002,P006,2,33000,Transferencia,15
TKT-5234,2025-08-23,C017,V005,P001,1,65000,Transferencia,15
TKT-5839,2025-08-23,C027,V003,P009,3,45000,Tarjeta Débito,8
TKT-5403,2025-08-23,C005,V004,P001,1,65000,Tarjeta Crédito,6
TKT-7182,2025-08-23,C009,V004,P004,1,18500,Transferencia,17
TKT-7792,2025-08-23,C020,V005,P004,2,37000,Transferencia,12
TKT-5479,2025-08-24,C030,V006,P007,1,13500,Efectivo,6
TKT-7437,2025-08-24,C029,V004,P012,1,8000,Tarjeta Crédito,22
TKT-5476,2025-08-24,C018,V002,P004,2,37000,Tarjeta Débito,6
TKT-7069,2025-08-24,C013,V006,P011,3,36000,Tarjeta Débito,16
TKT-5396,2025-08-24,C003,V003,P011,4,48000,Tarjeta Crédito,21
TKT-7219,2025-08-24,C018,V005,P003,1,98000,Efectivo,9
TKT-7550,2025-08-24,C023,V004,P012,3,24000,Efectivo,8
TKT-6005,2025-08-24,C017,V001,P003,1,98000,Transferencia,8
TKT-5200,2025-08-24,C008,V005,P011,2,24000,Tarjeta Crédito,10
TKT-7170,2025-08-24,C023,V005,P005,1,15000,Efectivo,7
TKT-5432,2025-08-24,C001,V001,P012,4,32000,Tarjeta Crédito,16
TKT-7854,2025-08-24,C014,V002,P002,1,58000,Efectivo,6
TKT-6459,2025-08-25,C001,V005,P009,2,30000,Efectivo,13
TKT-6958,2025-08-25,C001,V002,P008,2,12000,Transferencia,22
TKT-5573,2025-08-25,C003,V004,P009,4,60000,Efectivo,17
TKT-7046,2025-08-25,C028,V005,P003,1,98000,Tarjeta Crédito,15
TKT-6570,2025-08-25,C014,V003,P006,2,33000,Tarjeta Crédito,10
TKT-7121,2025-08-25,C019,V001,P005,1,15000,Efectivo,15
TKT-7420,2025-08-25,C030,V004,P008,1,6000,Transferencia,13
TKT-5823,2025-08-25,C001,V005,P010,5,140000,Tarjeta Débito,11
TKT-6841,2025-08-25,C005,V005,P004,1,18500,Tarjeta Débito,8
TKT-5496,2025-08-25,C016,V004,P005,1,15000,Efectivo,18
TKT-5517,2025-08-25,C021,V002,P002,1,58000,Tarjeta Débito,12
TKT-6215,2025-08-26,C023,V002,P011,2,24000,Efectivo,8
TKT-6284,2025-08-26,C003,V002,P011,4,48000,Efectivo,10
TKT-7763,2025-08-26,C008,V002,P009,1,15000,Tarjeta Crédito,11
TKT-6906,2025-08-26,C017,V005,P010,5,140000,Efectivo,18
TKT-5560,2025-08-26,C012,V003,P003,1,98000,Transferencia,17
TKT-6007,2025-08-26,C029,V006,P006,1,16500,Transferencia,17
TKT-7529,2025-08-26,C001,V002,P012,2,16000,Tarjeta Crédito,1
TKT-5495,2025-08-26,C013,V003,P004,1,18500,Tarjeta Crédito,11
TKT-5522,2025-08-26,C002,V003,P003,1,98000,Tarjeta Débito,12
TKT-6294,2025-08-26,C006,V004,P003,1,98000,Tarjeta Crédito,2
TKT-6384,2025-08-27,C018,V001,P002,2,116000,Transferencia,9
TKT-6334,2025-08-27,C023,V006,P006,2,33000,Efectivo,17
TKT-5291,2025-08-27,C026,V002,P011,4,48000,Transferencia,8
TKT-7032,2025-08-27,C025,V003,P006,1,16500,Efectivo,13
TKT-7104,2025-08-27,C011,V005,P011,3,36000,Transferencia,9
TKT-6918,2025-08-28,C014,V005,P010,1,28000,Efectivo,1
TKT-5278,2025-08-28,C019,V003,P006,1,16500,Transferencia,9
TKT-7502,2025-08-28,C005,V002,P001,1,65000,Transferencia,20
TKT-7985,2025-08-28,C010,V001,P011,1,12000,Tarjeta Crédito,17
TKT-7662,2025-08-28,C010,V004,P012,4,32000,Tarjeta Crédito,20
TKT-7078,2025-08-28,C027,V006,P005,1,15000,Tarjeta Crédito,12
TKT-7882,2025-08-28,C021,V006,P012,1,8000,Transferencia,7
TKT-7800,2025-08-28,C008,V002,P006,1,16500,Tarjeta Crédito,13
TKT-5129,2025-08-29,C002,V004,P002,1,58000,Transferencia,12
TKT-5071,2025-08-29,C024,V002,P009,5,75000,Tarjeta Crédito,18
TKT-6534,2025-08-29,C026,V004,P002,1,58000,Tarjeta Crédito,7
TKT-6154,2025-08-30,C013,V005,P010,4,112000,Tarjeta Débito,12
TKT-7702,2025-08-30,C011,V005,P010,4,112000,Transferencia,8
TKT-7108,2025-08-30,C013,V002,P004,2,37000,Tarjeta Débito,10
TKT-5213,2025-08-30,C006,V002,P001,2,130000,Efectivo,17
TKT-5228,2025-08-30,C012,V005,P002,1,58000,Efectivo,12
TKT-6923,2025-08-30,C005,V005,P011,5,60000,Transferencia,11
TKT-5567,2025-08-30,C018,V001,P012,2,16000,Tarjeta Crédito,11
TKT-7759,2025-08-31,C009,V004,P001,1,65000,Tarjeta Débito,12
TKT-7194,2025-08-31,C027,V005,P008,1,6000,Tarjeta Crédito,17
TKT-7701,2025-08-31,C018,V002,P001,2,130000,Tarjeta Crédito,18
TKT-7580,2025-08-31,C019,V006,P003,1,98000,Tarjeta Crédito,20
TKT-5002,2025-08-31,C003,V004,P011,4,48000,Transferencia,17
TKT-6331,2025-08-31,C017,V004,P010,3,84000,Tarjeta Crédito,10
TKT-6857,2025-08-31,C012,V006,P012,4,32000,Tarjeta Crédito,16
TKT-7383,2025-08-31,C010,V001,P005,1,15000,Efectivo,11
TKT-5191,2025-09-01,C013,V003,P003,2,196000,Efectivo,9
TKT-6684,2025-09-01,C010,V003,P009,2,30000,Transferencia,18
TKT-7971,2025-09-01,C021,V002,P002,2,116000,Tarjeta Débito,5
TKT-7912,2025-09-01,C023,V001,P006,1,16500,Transferencia,19
TKT-6217,2025-09-01,C022,V004,P012,1,8000,Efectivo,12
TKT-6162,2025-09-01,C010,V003,P001,2,130000,Tarjeta Débito,15
TKT-7089,2025-09-01,C004,V001,P003,2,196000,Efectivo,15
TKT-6928,2025-09-01,C005,V005,P003,2,196000,Efectivo,18
TKT-5677,2025-09-01,C014,V004,P010,2,56000,Tarjeta Débito,15
TKT-5033,2025-09-01,C005,V005,P009,2,30000,Efectivo,15
TKT-6190,2025-09-01,C003,V001,P005,2,30000,Tarjeta Débito,6
TKT-7476,2025-09-02,C007,V005,P009,1,15000,Transferencia,13
TKT-6382,2025-09-02,C019,V003,P011,5,60000,Transferencia,8
TKT-6025,2025-09-02,C011,V005,P003,1,98000,Transferencia,17
TKT-5171,2025-09-02,C009,V006,P003,1,98000,Tarjeta Crédito,13
TKT-6064,2025-09-02,C030,V005,P011,4,48000,Tarjeta Crédito,16
TKT-7197,2025-09-02,C020,V002,P004,2,37000,Tarjeta Débito,6
TKT-5620,2025-09-02,C001,V005,P005,2,30000,Transferencia,7
TKT-6687,2025-09-02,C014,V002,P001,2,130000,Tarjeta Crédito,16
TKT-5335,2025-09-03,C012,V004,P004,1,18500,Tarjeta Crédito,7
TKT-7474,2025-09-03,C005,V004,P002,2,116000,Tarjeta Débito,7
TKT-7658,2025-09-03,C007,V001,P002,1,58000,Tarjeta Crédito,1
TKT-6764,2025-09-03,C009,V003,P007,2,27000,Tarjeta Crédito,20
TKT-5538,2025-09-03,C006,V006,P010,4,112000,Efectivo,17
TKT-7109,2025-09-03,C018,V005,P004,1,18500,Transferencia,10
TKT-6046,2025-09-03,C005,V006,P011,3,36000,Tarjeta Débito,10
TKT-6977,2025-09-03,C028,V002,P012,5,40000,Transferencia,10
TKT-7930,2025-09-04,C024,V005,P003,1,98000,Tarjeta Débito,17
TKT-7455,2025-09-04,C011,V006,P010,4,112000,Tarjeta Crédito,16
TKT-7244,2025-09-04,C030,V005,P010,2,56000,Efectivo,8
TKT-6158,2025-09-04,C028,V004,P010,3,84000,Transferencia,8
TKT-6136,2025-09-04,C027,V001,P010,2,56000,Efectivo,7
TKT-6969,2025-09-05,C013,V006,P010,5,140000,Tarjeta Débito,16
TKT-6230,2025-09-05,C009,V005,P003,1,98000,Tarjeta Crédito,17
TKT-5628,2025-09-05,C027,V006,P009,4,60000,Tarjeta Crédito,9
TKT-5287,2025-09-05,C024,V005,P008,1,6000,Tarjeta Crédito,3
TKT-7129,2025-09-05,C030,V004,P003,1,98000,Tarjeta Crédito,7
TKT-7568,2025-09-05,C010,V005,P012,5,40000,Efectivo,20
TKT-5155,2025-09-05,C020,V005,P004,1,18500,Transferencia,10
TKT-6202,2025-09-05,C009,V001,P010,5,140000,Tarjeta Crédito,17
TKT-5157,2025-09-06,C014,V003,P011,3,36000,Tarjeta Crédito,15
TKT-7690,2025-09-06,C010,V006,P006,1,16500,Efectivo,11
TKT-7696,2025-09-06,C002,V001,P001,2,130000,Tarjeta Crédito,9
TKT-6286,2025-09-06,C003,V005,P012,1,8000,Transferencia,8
TKT-5454,2025-09-06,C026,V006,P011,1,12000,Tarjeta Débito,15
TKT-7834,2025-09-07,C012,V003,P003,1,98000,Transferencia,17
TKT-6193,2025-09-07,C024,V006,P005,1,15000,Tarjeta Débito,15
TKT-7313,2025-09-07,C014,V004,P006,2,33000,Tarjeta Débito,13
TKT-5165,2025-09-07,C010,V006,P002,2,116000,Efectivo,6
TKT-7498,2025-09-07,C029,V004,P002,1,58000,Tarjeta Crédito,20
TKT-6715,2025-09-07,C017,V006,P007,2,27000,Transferencia,17
TKT-6132,2025-09-07,C014,V002,P011,2,24000,Transferencia,10
TKT-7925,2025-09-07,C024,V001,P011,3,36000,Tarjeta Débito,20
TKT-5031,2025-09-07,C019,V005,P012,4,32000,Transferencia,15
TKT-5991,2025-09-08,C014,V003,P006,1,16500,Tarjeta Débito,14
TKT-6337,2025-09-08,C020,V001,P004,1,18500,Efectivo,17
TKT-5320,2025-09-08,C022,V006,P008,2,12000,Efectivo,17
TKT-6233,2025-09-08,C027,V001,P007,2,27000,Tarjeta Débito,15
TKT-7087,2025-09-08,C002,V003,P004,1,18500,Efectivo,8
TKT-7263,2025-09-08,C027,V005,P006,1,16500,Transferencia,10
TKT-6031,2025-09-08,C016,V006,P009,1,15000,Transferencia,19
TKT-7615,2025-09-08,C010,V006,P004,1,18500,Transferencia,9
TKT-6500,2025-09-08,C007,V001,P004,2,37000,Efectivo,11
TKT-6404,2025-09-08,C001,V002,P011,5,60000,Transferencia,11
TKT-7330,2025-09-08,C005,V004,P012,3,24000,Transferencia,11
TKT-7435,2025-09-09,C019,V004,P003,2,196000,Tarjeta Débito,15
TKT-7956,2025-09-09,C025,V001,P007,1,13500,Transferencia,19
TKT-6182,2025-09-09,C014,V005,P005,1,15000,Tarjeta Crédito,9
TKT-6838,2025-09-09,C007,V004,P012,4,32000,Tarjeta Crédito,8
TKT-7704,2025-09-09,C006,V003,P002,1,58000,Transferencia,8
TKT-7213,2025-09-09,C023,V001,P010,1,28000,Transferencia,18
TKT-6831,2025-09-09,C030,V005,P008,2,12000,Efectivo,15
TKT-5241,2025-09-09,C009,V001,P006,2,33000,Tarjeta Débito,10
TKT-5642,2025-09-10,C021,V006,P005,2,30000,Tarjeta Débito,17
TKT-5437,2025-09-10,C013,V006,P010,3,84000,Tarjeta Crédito,18
TKT-6095,2025-09-10,C027,V001,P004,1,18500,Tarjeta Crédito,18
TKT-5116,2025-09-10,C023,V002,P003,1,98000,Tarjeta Crédito,19
TKT-5057,2025-09-10,C007,V004,P007,2,27000,Efectivo,9
TKT-5921,2025-09-10,C007,V003,P006,2,33000,Tarjeta Débito,17
TKT-6239,2025-09-10,C025,V004,P009,2,30000,Tarjeta Débito,12
TKT-5029,2025-09-11,C027,V004,P012,1,8000,Efectivo,18
TKT-7980,2025-09-11,C024,V003,P012,1,8000,Tarjeta Crédito,16
TKT-6895,2025-09-11,C015,V001,P001,2,130000,Transferencia,17
TKT-5487,2025-09-11,C011,V006,P002,2,116000,Tarjeta Débito,15
TKT-6457,2025-09-11,C020,V001,P002,1,58000,Efectivo,8
TKT-7802,2025-09-11,C015,V003,P007,2,27000,Efectivo,13
TKT-5202,2025-09-11,C002,V005,P001,2,130000,Transferencia,21
TKT-5160,2025-09-11,C022,V001,P003,1,98000,Tarjeta Débito,19
TKT-6016,2025-09-11,C024,V003,P012,4,32000,Transferencia,6
TKT-5512,2025-09-11,C029,V003,P006,2,33000,Tarjeta Crédito,8
TKT-6247,2025-09-11,C015,V003,P001,1,65000,Transferencia,8
TKT-5984,2025-09-11,C017,V002,P001,2,130000,Tarjeta Débito,16
TKT-5256,2025-09-12,C026,V003,P002,1,58000,Transferencia,17
TKT-5792,2025-09-12,C009,V003,P001,2,130000,Tarjeta Débito,9
TKT-5923,2025-09-12,C009,V004,P002,2,116000,Tarjeta Crédito,13
TKT-7955,2025-09-12,C030,V003,P011,5,60000,Tarjeta Débito,18
TKT-5235,2025-09-12,C026,V006,P002,1,58000,Tarjeta Crédito,17
TKT-6480,2025-09-12,C011,V005,P010,1,28000,Transferencia,13
TKT-5762,2025-09-12,C014,V003,P008,2,12000,Tarjeta Débito,14
TKT-6406,2025-09-13,C002,V004,P006,1,16500,Transferencia,13
TKT-5574,2025-09-13,C004,V003,P009,3,45000,Efectivo,10
TKT-7490,2025-09-13,C029,V004,P007,2,27000,Efectivo,14
TKT-7360,2025-09-13,C016,V005,P004,1,18500,Efectivo,16
TKT-5430,2025-09-13,C011,V005,P002,2,116000,Tarjeta Crédito,18
TKT-5246,2025-09-13,C026,V006,P003,1,98000,Transferencia,15
TKT-7894,2025-09-13,C028,V006,P007,2,27000,Transferencia,17
TKT-7591,2025-09-13,C002,V005,P006,2,33000,Tarjeta Crédito,8
TKT-6279,2025-09-13,C019,V003,P004,1,18500,Tarjeta Crédito,12
TKT-6629,2025-09-13,C024,V006,P009,4,60000,Transferencia,0
TKT-6211,2025-09-14,C011,V001,P009,3,45000,Transferencia,9
TKT-7463,2025-09-14,C001,V005,P007,1,13500,Transferencia,16
TKT-7039,2025-09-14,C027,V006,P008,2,12000,Transferencia,22
TKT-5385,2025-09-14,C021,V006,P012,3,24000,Tarjeta Débito,7
TKT-6855,2025-09-14,C004,V001,P010,5,140000,Tarjeta Débito,11
TKT-7419,2025-09-14,C004,V004,P009,3,45000,Efectivo,17
TKT-6729,2025-09-14,C004,V001,P004,2,37000,Efectivo,9
TKT-5741,2025-09-14,C016,V001,P010,2,56000,Tarjeta Crédito,14
TKT-5635,2025-09-15,C025,V002,P004,1,18500,Tarjeta Débito,17
TKT-6311,2025-09-15,C027,V004,P005,1,15000,Transferencia,15
TKT-5341,2025-09-15,C019,V006,P009,5,75000,Tarjeta Crédito,8
TKT-5941,2025-09-15,C019,V001,P005,2,30000,Tarjeta Crédito,10
TKT-5001,2025-09-15,C010,V002,P001,1,65000,Tarjeta Débito,17
TKT-7693,2025-09-15,C016,V006,P006,2,33000,Tarjeta Crédito,14
TKT-5395,2025-09-15,C029,V006,P012,3,24000,Tarjeta Débito,0
TKT-7017,2025-09-16,C002,V001,P010,5,140000,Tarjeta Crédito,17
TKT-5694,2025-09-16,C011,V003,P001,2,130000,Tarjeta Crédito,5
TKT-6291,2025-09-16,C005,V002,P004,2,37000,Tarjeta Crédito,17
TKT-6941,2025-09-16,C020,V005,P010,4,112000,Transferencia,9
TKT-5857,2025-09-16,C025,V001,P002,1,58000,Efectivo,20
TKT-6322,2025-09-16,C026,V005,P004,2,37000,Transferencia,10
TKT-6380,2025-09-16,C003,V004,P011,5,60000,Tarjeta Crédito,10
TKT-5940,2025-09-16,C019,V006,P006,2,33000,Transferencia,8
TKT-6066,2025-09-17,C024,V002,P012,5,40000,Transferencia,10
TKT-6619,2025-09-17,C022,V005,P010,4,112000,Tarjeta Crédito,18
TKT-5419,2025-09-17,C017,V004,P006,2,33000,Transferencia,22
TKT-7351,2025-09-17,C002,V001,P010,5,140000,Efectivo,10
TKT-7918,2025-09-17,C028,V006,P002,2,116000,Tarjeta Débito,12
TKT-7899,2025-09-17,C023,V003,P012,4,32000,Efectivo,16
TKT-6092,2025-09-17,C027,V006,P012,3,24000,Tarjeta Crédito,18
TKT-7125,2025-09-18,C005,V003,P003,2,196000,Tarjeta Crédito,14
TKT-5180,2025-09-18,C002,V006,P012,3,24000,Tarjeta Crédito,11
TKT-7857,2025-09-18,C007,V006,P011,4,48000,Efectivo,11
TKT-7478,2025-09-18,C029,V006,P001,1,65000,Tarjeta Crédito,16
TKT-7223,2025-09-18,C021,V001,P009,4,60000,Efectivo,0
TKT-7705,2025-09-18,C013,V005,P006,2,33000,Tarjeta Crédito,15
TKT-5637,2025-09-18,C004,V003,P004,1,18500,Tarjeta Crédito,10
TKT-5704,2025-09-18,C029,V003,P004,1,18500,Transferencia,17
TKT-5220,2025-09-18,C012,V002,P005,1,15000,Tarjeta Débito,7
TKT-5318,2025-09-18,C012,V004,P004,2,37000,Transferencia,14
TKT-6021,2025-09-18,C015,V004,P007,1,13500,Transferencia,12
TKT-7954,2025-09-18,C002,V003,P001,1,65000,Tarjeta Crédito,15
TKT-6982,2025-09-18,C001,V004,P011,2,24000,Efectivo,6
TKT-6413,2025-09-19,C006,V005,P003,1,98000,Tarjeta Débito,14
TKT-7933,2025-09-19,C001,V001,P006,1,16500,Tarjeta Crédito,14
TKT-7450,2025-09-19,C003,V005,P004,1,18500,Tarjeta Débito,14
TKT-6769,2025-09-19,C003,V001,P007,2,27000,Tarjeta Crédito,15
TKT-5039,2025-09-19,C016,V002,P003,2,196000,Efectivo,16
TKT-7208,2025-09-20,C025,V004,P008,2,12000,Tarjeta Crédito,17
TKT-5412,2025-09-20,C017,V003,P012,2,16000,Efectivo,9
TKT-6336,2025-09-21,C027,V006,P003,1,98000,Tarjeta Débito,18
TKT-7828,2025-09-21,C026,V006,P012,4,32000,Efectivo,12
TKT-6844,2025-09-21,C007,V004,P006,1,16500,Tarjeta Crédito,7
TKT-7312,2025-09-21,C021,V004,P007,1,13500,Tarjeta Débito,6
TKT-5935,2025-09-21,C008,V006,P010,5,140000,Efectivo,10
TKT-6580,2025-09-22,C026,V004,P004,1,18500,Tarjeta Débito,17
TKT-5127,2025-09-22,C008,V006,P010,5,140000,Tarjeta Débito,16
TKT-7492,2025-09-22,C002,V001,P009,4,60000,Efectivo,17
TKT-6865,2025-09-22,C002,V002,P004,2,37000,Tarjeta Crédito,13
TKT-7386,2025-09-22,C015,V005,P002,1,58000,Efectivo,12
TKT-5460,2025-09-23,C001,V004,P012,4,32000,Tarjeta Débito,8
TKT-7200,2025-09-23,C002,V002,P012,3,24000,Tarjeta Débito,10
TKT-5943,2025-09-23,C029,V002,P005,1,15000,Transferencia,11
TKT-6436,2025-09-23,C025,V003,P007,1,13500,Transferencia,7
TKT-6083,2025-09-23,C023,V004,P005,2,30000,Efectivo,9
TKT-6183,2025-09-24,C029,V004,P007,2,27000,Tarjeta Crédito,14
TKT-5070,2025-09-24,C009,V001,P003,1,98000,Tarjeta Crédito,17
TKT-5524,2025-09-24,C012,V003,P001,2,130000,Transferencia,22
TKT-6979,2025-09-24,C010,V003,P010,1,28000,Efectivo,19
TKT-7042,2025-09-24,C026,V004,P006,1,16500,Tarjeta Débito,15
TKT-6139,2025-09-24,C029,V006,P012,3,24000,Tarjeta Crédito,11
TKT-7126,2025-09-24,C024,V003,P009,2,30000,Efectivo,15
TKT-7033,2025-09-24,C013,V002,P009,5,75000,Efectivo,17
TKT-7547,2025-09-24,C021,V003,P002,2,116000,Tarjeta Débito,7
TKT-7735,2025-09-25,C011,V003,P004,1,18500,Transferencia,11
TKT-6470,2025-09-25,C019,V006,P006,1,16500,Transferencia,18
TKT-7325,2025-09-25,C001,V006,P007,1,13500,Transferencia,11
TKT-7851,2025-09-25,C005,V003,P004,1,18500,Transferencia,14
TKT-7993,2025-09-25,C021,V004,P009,5,75000,Transferencia,14
TKT-6591,2025-09-26,C022,V006,P009,2,30000,Transferencia,8
TKT-6440,2025-09-26,C017,V006,P010,1,28000,Tarjeta Crédito,10
TKT-5305,2025-09-26,C014,V002,P007,1,13500,Efectivo,10
TKT-5776,2025-09-26,C027,V005,P006,2,33000,Efectivo,4
TKT-6793,2025-09-26,C013,V006,P005,2,30000,Efectivo,3
TKT-7852,2025-09-26,C018,V001,P006,1,16500,Efectivo,18
TKT-6617,2025-09-26,C011,V006,P007,1,13500,Transferencia,9
TKT-5914,2025-09-26,C020,V001,P006,1,16500,Transferencia,13
TKT-6649,2025-09-26,C005,V003,P011,4,48000,Tarjeta Débito,10
TKT-5640,2025-09-27,C016,V004,P001,1,65000,Tarjeta Débito,19
TKT-5537,2025-09-27,C012,V002,P006,2,33000,Efectivo,9
TKT-7295,2025-09-27,C016,V004,P008,1,6000,Efectivo,11
TKT-7123,2025-09-27,C019,V002,P001,1,65000,Efectivo,18
TKT-7762,2025-09-28,C030,V003,P012,5,40000,Tarjeta Crédito,18
TKT-6851,2025-09-28,C002,V006,P012,2,16000,Efectivo,8
TKT-6998,2025-09-28,C027,V005,P009,1,15000,Tarjeta Crédito,17
TKT-5950,2025-09-28,C010,V004,P010,3,84000,Transferencia,12
TKT-7282,2025-09-28,C023,V004,P004,1,18500,Tarjeta Débito,12
TKT-5145,2025-09-28,C009,V001,P009,4,60000,Efectivo,8
TKT-7862,2025-09-28,C014,V004,P002,1,58000,Tarjeta Débito,7
TKT-7035,2025-09-28,C023,V005,P009,1,15000,Efectivo,16
TKT-6134,2025-09-28,C025,V003,P002,1,58000,Transferencia,12
TKT-5958,2025-09-28,C021,V001,P012,3,24000,Efectivo,11
TKT-7654,2025-09-28,C014,V003,P011,2,24000,Efectivo,16
TKT-7054,2025-09-29,C014,V006,P001,2,130000,Efectivo,17
TKT-6744,2025-09-29,C028,V003,P008,1,6000,Efectivo,8
TKT-6137,2025-09-29,C016,V001,P007,2,27000,Efectivo,15
TKT-6256,2025-09-29,C025,V001,P009,2,30000,Efectivo,8
TKT-6476,2025-09-29,C020,V001,P008,1,6000,Transferencia,17
TKT-7551,2025-09-29,C006,V002,P004,2,37000,Transferencia,15
TKT-7692,2025-09-29,C020,V002,P004,2,37000,Tarjeta Débito,20
TKT-6942,2025-09-29,C020,V005,P003,1,98000,Tarjeta Débito,6
TKT-5274,2025-09-30,C001,V004,P011,5,60000,Tarjeta Crédito,6
TKT-6033,2025-09-30,C020,V004,P001,1,65000,Transferencia,10
TKT-7706,2025-09-30,C028,V006,P002,2,116000,Tarjeta Débito,9
TKT-7269,2025-09-30,C024,V005,P007,1,13500,Tarjeta Débito,9
TKT-5708,2025-09-30,C027,V002,P001,2,130000,Transferencia,19
TKT-5581,2025-09-30,C023,V002,P005,2,30000,Tarjeta Crédito,9
TKT-5721,2025-10-01,C009,V003,P005,2,30000,Tarjeta Débito,9
TKT-6730,2025-10-01,C002,V002,P011,1,12000,Efectivo,17
TKT-5348,2025-10-01,C002,V005,P009,5,75000,Tarjeta Débito,12
TKT-6661,2025-10-01,C017,V003,P005,2,30000,Efectivo,17
TKT-6913,2025-10-02,C008,V005,P012,4,32000,Tarjeta Crédito,6
TKT-5064,2025-10-02,C011,V002,P004,2,37000,Tarjeta Crédito,12
TKT-6305,2025-10-02,C007,V003,P002,2,116000,Tarjeta Crédito,5
TKT-7516,2025-10-02,C021,V006,P001,2,130000,Tarjeta Débito,6
